Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Browser,Region,TrafficType,Weekend,Revenue
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.5583560696708211,-0.45143522410999837,-0.4492440241961704,-0.1776856032446469,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.6038966659254247,-0.5697282713483863,-0.4492440241961704,-0.03349885674968039,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.6722075603073302,-0.5945698112719966,-0.4492440241961704,1.2641817968209856,-0.3160788213975641,-0.30754296436406864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,False
0.1979447937195665,0.029120116252959096,1.171025823945978,-0.045882213496721856,-0.6722075603073302,-0.6031883047148818,-0.4492440241961704,-0.1776856032446469,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.4217342809070101,-0.34007076960562205,-0.4492440241961704,-0.5381524370400469,2.081905801008674,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,9.0,8.0,True
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.3534233865251046,-0.2786259810598758,-0.1731464701959279,0.18278125217876395,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,False
0.4970854929494014,-0.24925217458634763,0.3881732052770298,-0.20936604032551806,0.42076674980315765,0.05080748112204535,-0.4295227734944108,-0.5613253151229562,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,True
0.4970854929494014,-0.16519912873415163,0.3881732052770298,-0.1953930636734842,0.3296855572939503,0.9592938594599519,-0.36589381713121,-0.4361335205907066,0.5777506779994402,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,True
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.6266669640527266,-0.5818955562089302,-0.4492440241961704,0.18278125217876395,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,False
-0.4003366047401033,-0.4273306615613392,-0.39467941339191853,-0.24429848195560272,-0.49004517528891556,-0.34899344517002084,-0.4492440241961704,-0.46605907460656903,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.19403129963399177,-0.4293724185888091,-0.2571761643851851,-0.24037547421810113,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,False
0.1979447937195665,-0.17802077979635103,-0.39467941339191853,-0.24429848195560272,-0.26234219401589726,-0.32820726448434207,-0.4492440241961704,-0.6458243532084934,0.47856091297314246,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,True
-0.4003366047401033,-0.46152173106053757,1.9538784426149265,2.882155043936974,-0.10295010712478445,0.09478292160818835,-0.29691433313733195,-0.15282580519612826,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,False
1.992788989098576,0.7252882815238098,-0.39467941339191853,-0.24429848195560272,-0.28511249214319906,-0.3300454338507365,-0.4492440241961704,-0.847124036672118,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,11.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.5811263677981229,-0.5773328243862262,0.43426814860460555,0.8316215789640968,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,False
0.7962261921792363,2.0230293192145443,-0.39467941339191853,-0.24429848195560272,-0.5583560696708211,-0.592541930461906,1.0232762711677241,0.7234815244998746,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,13.0,False
-0.4003366047401033,-0.3817425688957413,-0.39467941339191853,-0.24429848195560272,-0.694977858434632,-0.6057231557274951,1.7595364078057696,2.345582341463207,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.694977858434632,-0.6057231557274951,3.9683168398077098,3.426982886105429,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,False
-0.6994773039699382,-0.46152173106053757,-0.39467941339191853,-0.24429848195560272,-0.5355857715435193,-0.5038221450204408,-0.4492440241961704,0.4531313883393193,-0.3160788213975641,-0.30754296436406864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,False
